model,odometer,price,DAS,accident_history,EMI,State Abb,State
Model Y,29166,36600,Enhanced Autopilot,No Accidents,577,NY,New York
Model Y,71384,36900,Enhanced Autopilot,No Accidents,583,MD,Maryland
Model Y,20918,37200,Autopilot,No Accidents,588,FL,Florida
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,47912,39900,Enhanced Autopilot,No Accidents,637,GA,Georgia
Model Y,37704,40000,Autopilot,No Accidents,639,NC,North Carolina
Model Y,30772,40100,Autopilot,No Accidents,640,GA,Georgia
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,26664,40600,Autopilot,No Accidents,649,WA,Washington
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,38408,41500,Enhanced Autopilot,No Accidents,665,TN,Tennessee
Model Y,40785,41900,Full Self-Driving ,No Accidents,673,MD,Maryland
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,40087,42200,Full Self-Driving ,Previously Repaired,678,MD,Maryland
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,24396,43400,Autopilot,No Accidents,700,CO,Colorado
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,38561,43600,Full Self-Driving ,No Accidents,703,OH,Ohio
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,10596,43700,Autopilot,No Accidents,705,MA,Massachusetts
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,21739,44000,Enhanced Autopilot,No Accidents,710,MD,Maryland
Model Y,9472,44100,Autopilot,No Accidents,712,GA,Georgia
Model Y,31413,44200,Full Self-Driving ,No Accidents,714,MD,Maryland
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,33533,44700,Full Self-Driving ,No Accidents,723,IL,Illinois
Model Y,13561,44900,Autopilot,No Accidents,727,CO,Colorado
Model Y,15755,45100,Enhanced Autopilot,No Accidents,730,MD,Maryland
Model Y,31908,45200,Full Self-Driving ,No Accidents,732,MD,Maryland
Model Y,30571,45300,Full Self-Driving ,No Accidents,734,IL,Illinois
Model Y,32852,45400,Full Self-Driving ,No Accidents,736,MD,Maryland
Model Y,11527,46000,Enhanced Autopilot,No Accidents,746,MD,Maryland
Model Y,24472,46100,Full Self-Driving ,No Accidents,748,MD,Maryland
Model Y,14416,46300,Enhanced Autopilot,No Accidents,752,IL,Illinois
Model Y,24064,46500,Enhanced Autopilot,No Accidents,755,MD,Maryland
Model Y,31077,46700,Full Self-Driving ,No Accidents,759,NJ,New Jersey
Model Y,31056,46700,Full Self-Driving ,No Accidents,759,TN,Tennessee
Model Y,11812,46800,Autopilot,No Accidents,761,IL,Illinois
Model Y,25081,42500,Autopilot,No Accidents,683,MN,Minnesota
Model Y,13319,43000,Enhanced Autopilot,No Accidents,692,MN,Minnesota
Model Y,23094,42300,Enhanced Autopilot,Previously Repaired,680,AZ,Arizona
Model Y,30911,46100,Full Self-Driving ,No Accidents,748,AZ,Arizona
Model Y,29166,36600,Enhanced Autopilot,No Accidents,577,NY,New York
Model Y,71384,36900,Enhanced Autopilot,No Accidents,583,MD,Maryland
Model Y,20918,37200,Autopilot,No Accidents,588,FL,Florida
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,47912,39900,Enhanced Autopilot,No Accidents,637,GA,Georgia
Model Y,37704,40000,Autopilot,No Accidents,639,NC,North Carolina
Model Y,30772,40100,Autopilot,No Accidents,640,GA,Georgia
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,26664,40600,Autopilot,No Accidents,649,WA,Washington
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,38408,41500,Enhanced Autopilot,No Accidents,665,TN,Tennessee
Model Y,40785,41900,Full Self-Driving ,No Accidents,673,MD,Maryland
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,40087,42200,Full Self-Driving ,Previously Repaired,678,MD,Maryland
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,24396,43400,Autopilot,No Accidents,700,CO,Colorado
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,38561,43600,Full Self-Driving ,No Accidents,703,OH,Ohio
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,10596,43700,Autopilot,No Accidents,705,MA,Massachusetts
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,21739,44000,Enhanced Autopilot,No Accidents,710,MD,Maryland
Model Y,9472,44100,Autopilot,No Accidents,712,GA,Georgia
Model Y,31413,44200,Full Self-Driving ,No Accidents,714,MD,Maryland
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,33533,44700,Full Self-Driving ,No Accidents,723,IL,Illinois
Model Y,13561,44900,Autopilot,No Accidents,727,CO,Colorado
Model Y,15755,45100,Enhanced Autopilot,No Accidents,730,MD,Maryland
Model Y,31908,45200,Full Self-Driving ,No Accidents,732,MD,Maryland
Model Y,30571,45300,Full Self-Driving ,No Accidents,734,IL,Illinois
Model Y,32852,45400,Full Self-Driving ,No Accidents,736,MD,Maryland
Model Y,11527,46000,Enhanced Autopilot,No Accidents,746,MD,Maryland
Model Y,24472,46100,Full Self-Driving ,No Accidents,748,MD,Maryland
Model Y,14416,46300,Enhanced Autopilot,No Accidents,752,IL,Illinois
Model Y,24064,46500,Enhanced Autopilot,No Accidents,755,MD,Maryland
Model Y,31077,46700,Full Self-Driving ,No Accidents,759,NJ,New Jersey
Model Y,31056,46700,Full Self-Driving ,No Accidents,759,TN,Tennessee
Model Y,11812,46800,Autopilot,No Accidents,761,IL,Illinois
Model Y,23094,42300,Enhanced Autopilot,Previously Repaired,680,AZ,Arizona
Model Y,30911,46100,Full Self-Driving ,No Accidents,748,AZ,Arizona
Model Y,23094,42300,Enhanced Autopilot,Previously Repaired,680,AZ,Arizona
Model Y,30911,46100,Full Self-Driving ,No Accidents,748,AZ,Arizona
Model Y,29166,36600,Enhanced Autopilot,No Accidents,577,NY,New York
Model Y,71384,36900,Enhanced Autopilot,No Accidents,583,MD,Maryland
Model Y,20918,37200,Autopilot,No Accidents,588,FL,Florida
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,47912,39900,Enhanced Autopilot,No Accidents,637,GA,Georgia
Model Y,37704,40000,Autopilot,No Accidents,639,NC,North Carolina
Model Y,30772,40100,Autopilot,No Accidents,640,GA,Georgia
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,38408,41500,Enhanced Autopilot,No Accidents,665,TN,Tennessee
Model Y,40785,41900,Full Self-Driving ,No Accidents,673,MD,Maryland
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,40087,42200,Full Self-Driving ,Previously Repaired,678,MD,Maryland
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,25081,42500,Autopilot,No Accidents,683,MN,Minnesota
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,13319,43000,Enhanced Autopilot,No Accidents,692,MN,Minnesota
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,24396,43400,Autopilot,No Accidents,700,CO,Colorado
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,38561,43600,Full Self-Driving ,No Accidents,703,OH,Ohio
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,10596,43700,Autopilot,No Accidents,705,MA,Massachusetts
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,21739,44000,Enhanced Autopilot,No Accidents,710,MD,Maryland
Model Y,9472,44100,Autopilot,No Accidents,712,GA,Georgia
Model Y,31413,44200,Full Self-Driving ,No Accidents,714,MD,Maryland
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,33533,44700,Full Self-Driving ,No Accidents,723,IL,Illinois
Model Y,13561,44900,Autopilot,No Accidents,727,CO,Colorado
Model Y,15755,45100,Enhanced Autopilot,No Accidents,730,MD,Maryland
Model Y,31908,45200,Full Self-Driving ,No Accidents,732,MD,Maryland
Model Y,30571,45300,Full Self-Driving ,No Accidents,734,IL,Illinois
Model Y,32852,45400,Full Self-Driving ,No Accidents,736,MD,Maryland
Model Y,11527,46000,Enhanced Autopilot,No Accidents,746,MD,Maryland
Model Y,24472,46100,Full Self-Driving ,No Accidents,748,MD,Maryland
Model Y,14416,46300,Enhanced Autopilot,No Accidents,752,IL,Illinois
Model Y,24064,46500,Enhanced Autopilot,No Accidents,755,MD,Maryland
Model Y,31077,46700,Full Self-Driving ,No Accidents,759,NJ,New Jersey
Model Y,31056,46700,Full Self-Driving ,No Accidents,759,TN,Tennessee
Model Y,26664,40600,Autopilot,No Accidents,649,WA,Washington
Model Y,11812,46800,Autopilot,No Accidents,761,IL,Illinois
Model Y,23094,42300,Enhanced Autopilot,Previously Repaired,680,AZ,Arizona
Model Y,30911,46100,Full Self-Driving ,No Accidents,748,AZ,Arizona
Model Y,29166,36600,Enhanced Autopilot,No Accidents,577,NY,New York
Model Y,71384,36900,Enhanced Autopilot,No Accidents,583,MD,Maryland
Model Y,20918,37200,Autopilot,No Accidents,588,FL,Florida
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,47912,39900,Enhanced Autopilot,No Accidents,637,GA,Georgia
Model Y,37704,40000,Autopilot,No Accidents,639,NC,North Carolina
Model Y,30772,40100,Autopilot,No Accidents,640,GA,Georgia
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,38408,41500,Enhanced Autopilot,No Accidents,665,TN,Tennessee
Model Y,40785,41900,Full Self-Driving ,No Accidents,673,MD,Maryland
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,40087,42200,Full Self-Driving ,Previously Repaired,678,MD,Maryland
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,25081,42500,Autopilot,No Accidents,683,MN,Minnesota
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,13319,43000,Enhanced Autopilot,No Accidents,692,MN,Minnesota
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,24396,43400,Autopilot,No Accidents,700,CO,Colorado
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,38561,43600,Full Self-Driving ,No Accidents,703,OH,Ohio
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,10596,43700,Autopilot,No Accidents,705,MA,Massachusetts
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,21739,44000,Enhanced Autopilot,No Accidents,710,MD,Maryland
Model Y,9472,44100,Autopilot,No Accidents,712,GA,Georgia
Model Y,31413,44200,Full Self-Driving ,No Accidents,714,MD,Maryland
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,33533,44700,Full Self-Driving ,No Accidents,723,IL,Illinois
Model Y,13561,44900,Autopilot,No Accidents,727,CO,Colorado
Model Y,15755,45100,Enhanced Autopilot,No Accidents,730,MD,Maryland
Model Y,31908,45200,Full Self-Driving ,No Accidents,732,MD,Maryland
Model Y,30571,45300,Full Self-Driving ,No Accidents,734,IL,Illinois
Model Y,32852,45400,Full Self-Driving ,No Accidents,736,MD,Maryland
Model Y,11527,46000,Enhanced Autopilot,No Accidents,746,MD,Maryland
Model Y,24472,46100,Full Self-Driving ,No Accidents,748,MD,Maryland
Model Y,14416,46300,Enhanced Autopilot,No Accidents,752,IL,Illinois
Model Y,24064,46500,Enhanced Autopilot,No Accidents,755,MD,Maryland
Model Y,31077,46700,Full Self-Driving ,No Accidents,759,NJ,New Jersey
Model Y,31056,46700,Full Self-Driving ,No Accidents,759,TN,Tennessee
Model Y,26664,40600,Autopilot,No Accidents,649,WA,Washington
Model Y,11812,46800,Autopilot,No Accidents,761,IL,Illinois
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,13320,47100,Enhanced Autopilot,No Accidents,766,CA,California
Model Y,10760,48800,Enhanced Autopilot,No Accidents,797,CA,California
Model Y,23580,49100,Full Self-Driving ,No Accidents,802,CA,California
Model Y,20112,49400,Full Self-Driving ,No Accidents,808,CA,California
Model Y,25081,42500,Autopilot,No Accidents,683,MN,Minnesota
Model Y,13319,43000,Enhanced Autopilot,No Accidents,692,MN,Minnesota
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,13320,47100,Enhanced Autopilot,No Accidents,766,CA,California
Model Y,10760,48800,Enhanced Autopilot,No Accidents,797,CA,California
Model Y,23580,49100,Full Self-Driving ,No Accidents,802,CA,California
Model Y,20112,49400,Full Self-Driving ,No Accidents,808,CA,California
Model Y,29166,36600,Enhanced Autopilot,No Accidents,577,NY,New York
Model Y,71384,36900,Enhanced Autopilot,No Accidents,583,MD,Maryland
Model Y,20918,37200,Autopilot,No Accidents,588,FL,Florida
Model Y,47912,39900,Enhanced Autopilot,No Accidents,637,GA,Georgia
Model Y,37704,40000,Autopilot,No Accidents,639,NC,North Carolina
Model Y,30772,40100,Autopilot,No Accidents,640,GA,Georgia
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,26664,40600,Autopilot,No Accidents,649,WA,Washington
Model Y,38408,41500,Enhanced Autopilot,No Accidents,665,TN,Tennessee
Model Y,40785,41900,Full Self-Driving ,No Accidents,673,MD,Maryland
Model Y,40087,42200,Full Self-Driving ,Previously Repaired,678,MD,Maryland
Model Y,23094,42300,Enhanced Autopilot,Previously Repaired,680,AZ,Arizona
Model Y,24396,43400,Autopilot,No Accidents,700,CO,Colorado
Model Y,38561,43600,Full Self-Driving ,No Accidents,703,OH,Ohio
Model Y,10596,43700,Autopilot,No Accidents,705,MA,Massachusetts
Model Y,21739,44000,Enhanced Autopilot,No Accidents,710,MD,Maryland
Model Y,9472,44100,Autopilot,No Accidents,712,GA,Georgia
Model Y,31413,44200,Full Self-Driving ,No Accidents,714,MD,Maryland
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,33533,44700,Full Self-Driving ,No Accidents,723,IL,Illinois
Model Y,13561,44900,Autopilot,No Accidents,727,CO,Colorado
Model Y,15755,45100,Enhanced Autopilot,No Accidents,730,MD,Maryland
Model Y,31908,45200,Full Self-Driving ,No Accidents,732,MD,Maryland
Model Y,30571,45300,Full Self-Driving ,No Accidents,734,IL,Illinois
Model Y,32852,45400,Full Self-Driving ,No Accidents,736,MD,Maryland
Model Y,11527,46000,Enhanced Autopilot,No Accidents,746,MD,Maryland
Model Y,24472,46100,Full Self-Driving ,No Accidents,748,MD,Maryland
Model Y,30911,46100,Full Self-Driving ,No Accidents,748,AZ,Arizona
Model Y,14416,46300,Enhanced Autopilot,No Accidents,752,IL,Illinois
Model Y,24064,46500,Enhanced Autopilot,No Accidents,755,MD,Maryland
Model Y,31077,46700,Full Self-Driving ,No Accidents,759,NJ,New Jersey
Model Y,31056,46700,Full Self-Driving ,No Accidents,759,TN,Tennessee
Model Y,11812,46800,Autopilot,No Accidents,761,IL,Illinois
Model Y,12157,47100,Enhanced Autopilot,No Accidents,766,OR,Oregon
Model Y,22568,47700,Full Self-Driving ,No Accidents,777,MD,Maryland
Model Y,15553,47700,Full Self-Driving ,No Accidents,777,PA,Pennsylvania
Model Y,12277,48200,Enhanced Autopilot,No Accidents,786,MD,Maryland
Model Y,10628,48600,Enhanced Autopilot,No Accidents,793,WA,Washington
Model Y,4004,49200,Enhanced Autopilot,No Accidents,804,NJ,New Jersey
Model Y,8312,49300,Full Self-Driving ,No Accidents,806,CA,California
Model Y,20522,49400,Full Self-Driving ,No Accidents,808,CA,California
Model Y,20043,49700,Full Self-Driving ,No Accidents,813,MD,Maryland
Model Y,10234,49800,Full Self-Driving ,No Accidents,815,FL,Florida
Model Y,25081,42500,Autopilot,No Accidents,683,MN,Minnesota
Model Y,13319,43000,Enhanced Autopilot,No Accidents,692,MN,Minnesota
Model Y,53756,39000,Enhanced Autopilot,No Accidents,621,CA,California
Model Y,52639,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,55681,39300,Enhanced Autopilot,No Accidents,626,CA,California
Model Y,32579,40500,Autopilot,No Accidents,648,CA,California
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,42832,40900,Enhanced Autopilot,No Accidents,655,CA,California
Model Y,60694,41500,Full Self-Driving ,No Accidents,665,CA,California
Model Y,28462,41900,Autopilot,No Accidents,673,CA,California
Model Y,17678,42200,Autopilot,No Accidents,678,CA,California
Model Y,27284,42200,Autopilot,No Accidents,678,CA,California
Model Y,25105,42400,Autopilot,No Accidents,682,CA,California
Model Y,35846,42900,Enhanced Autopilot,No Accidents,691,CA,California
Model Y,14990,43200,Autopilot,No Accidents,696,CA,California
Model Y,17221,43600,Autopilot,No Accidents,703,CA,California
Model Y,8893,43600,Autopilot,No Accidents,703,CA,California
Model Y,19790,43700,Autopilot,No Accidents,705,CA,California
Model Y,27437,44300,Enhanced Autopilot,No Accidents,716,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,13320,47100,Enhanced Autopilot,No Accidents,766,CA,California
Model Y,10760,48800,Enhanced Autopilot,No Accidents,797,CA,California
Model Y,23580,49100,Full Self-Driving ,No Accidents,802,CA,California
Model Y,8312,49300,Full Self-Driving ,No Accidents,806,CA,California
Model Y,20522,49400,Full Self-Driving ,No Accidents,808,CA,California
Model Y,20112,49400,Full Self-Driving ,No Accidents,808,CA,California
Model Y,29166,36600,Enhanced Autopilot,No Accidents,577,NY,New York
Model Y,71384,36900,Enhanced Autopilot,No Accidents,583,MD,Maryland
Model Y,20918,37200,Autopilot,No Accidents,588,FL,Florida
Model Y,47912,39900,Enhanced Autopilot,No Accidents,637,GA,Georgia
Model Y,37704,40000,Autopilot,No Accidents,639,NC,North Carolina
Model Y,30772,40100,Autopilot,No Accidents,640,GA,Georgia
Model Y,26664,40600,Autopilot,No Accidents,649,WA,Washington
Model Y,38408,41500,Enhanced Autopilot,No Accidents,665,TN,Tennessee
Model Y,40785,41900,Full Self-Driving ,No Accidents,673,MD,Maryland
Model Y,40087,42200,Full Self-Driving ,Previously Repaired,678,MD,Maryland
Model Y,23094,42300,Enhanced Autopilot,Previously Repaired,680,AZ,Arizona
Model Y,24396,43400,Autopilot,No Accidents,700,CO,Colorado
Model Y,38561,43600,Full Self-Driving ,No Accidents,703,OH,Ohio
Model Y,10596,43700,Autopilot,No Accidents,705,MA,Massachusetts
Model Y,21739,44000,Enhanced Autopilot,No Accidents,710,MD,Maryland
Model Y,9472,44100,Autopilot,No Accidents,712,GA,Georgia
Model Y,31413,44200,Full Self-Driving ,No Accidents,714,MD,Maryland
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,33533,44700,Full Self-Driving ,No Accidents,723,IL,Illinois
Model Y,13561,44900,Autopilot,No Accidents,727,CO,Colorado
Model Y,15755,45100,Enhanced Autopilot,No Accidents,730,MD,Maryland
Model Y,31908,45200,Full Self-Driving ,No Accidents,732,MD,Maryland
Model Y,30571,45300,Full Self-Driving ,No Accidents,734,IL,Illinois
Model Y,32852,45400,Full Self-Driving ,No Accidents,736,MD,Maryland
Model Y,11527,46000,Enhanced Autopilot,No Accidents,746,MD,Maryland
Model Y,24472,46100,Full Self-Driving ,No Accidents,748,MD,Maryland
Model Y,30911,46100,Full Self-Driving ,No Accidents,748,AZ,Arizona
Model Y,14416,46300,Enhanced Autopilot,No Accidents,752,IL,Illinois
Model Y,24064,46500,Enhanced Autopilot,No Accidents,755,MD,Maryland
Model Y,31077,46700,Full Self-Driving ,No Accidents,759,NJ,New Jersey
Model Y,31056,46700,Full Self-Driving ,No Accidents,759,TN,Tennessee
Model Y,11812,46800,Autopilot,No Accidents,761,IL,Illinois
Model Y,12157,47100,Enhanced Autopilot,No Accidents,766,OR,Oregon
Model Y,22568,47700,Full Self-Driving ,No Accidents,777,MD,Maryland
Model Y,15553,47700,Full Self-Driving ,No Accidents,777,PA,Pennsylvania
Model Y,12277,48200,Enhanced Autopilot,No Accidents,786,MD,Maryland
Model Y,10628,48600,Enhanced Autopilot,No Accidents,793,WA,Washington
Model Y,4004,49200,Enhanced Autopilot,No Accidents,804,NJ,New Jersey
Model Y,20043,49700,Full Self-Driving ,No Accidents,813,MD,Maryland
Model Y,10234,49800,Full Self-Driving ,No Accidents,815,FL,Florida
Model Y,16004,40600,Autopilot,Previously Repaired,649,CA,California
Model Y,33708,44400,Full Self-Driving ,No Accidents,718,CA,California
Model Y,34855,44600,Full Self-Driving ,No Accidents,721,CA,California
Model Y,8312,49300,Full Self-Driving ,No Accidents,806,CA,California
Model Y,20522,49400,Full Self-Driving ,No Accidents,808,CA,California
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
Model Y,18065,47400,Enhanced Autopilot,No Accidents,772,CA,California
Model Y,8134,48300,Enhanced Autopilot,No Accidents,788,MN,Minnesota
Model Y,5430,49200,Enhanced Autopilot,No Accidents,804,NC,North Carolina
Model Y,1409,49200,Autopilot,No Accidents,804,MD,Maryland
Model Y,28591,49900,Full Self-Driving ,No Accidents,817,GA,Georgia
Model Y,17791,50600,Full Self-Driving ,No Accidents,829,CA,California
Model Y,14006,52000,Enhanced Autopilot,No Accidents,854,CA,California
